,position,company,min_rank,mean_rank,kws_rank,job_count
178,Radiological Technologist - Burnaby Hospital,Fraser Health Authority,0,49.43,"health (0), authority (1), fraser (2), hospital (8), technologist (64), burnaby (68), radiological (203)",2
179,Medical Emergency Team Physician - Surrey Memorial Hospital,Fraser Health Authority,0,49.6,"health (0), authority (1), fraser (2), hospital (8), surrey (45), memorial (57), medical (62), emergency (81), team (100), physician (140)",2
180,Occupational Therapist - Langley Memorial Hospital,Fraser Health Authority,0,49.62,"health (0), authority (1), fraser (2), hospital (8), memorial (57), therapist (69), langley (125), occupational (135)",2
181,"Representative, HR Consulting Services",Fraser Health Authority,0,49.67,"health (0), authority (1), fraser (2), services (7), representative (56), consulting (232)",2
182,Project Manager I,City of Vancouver,3,50.0,"manager (3), vancouver (4), project (42), city (151)",6
183,Medical Laboratory Technologist,Provincial Health Services Authority,0,50.0,"health (0), authority (1), services (7), provincial (37), medical (62), technologist (64), laboratory (179)",18
184,"Registered Nurse/Registered Psychiatric Nurse (RN/RPN), Hospital Community Liaison",Fraser Health Authority,0,50.3,"health (0), authority (1), fraser (2), nurse (5), hospital (8), registered (10), community (35), psychiatric (78), rpn (86), liaison (278)",4
185,"Assistant Technician, Field Services",WSP in Canada,7,50.33,"services (7), canada (11), assistant (14), technician (28), wsp (114), field (128)",8
186,administrative assistant,Team Sales Ltd.,14,50.4,"assistant (14), sales (16), ltd (23), administrative (99), team (100)",2
187,Emergency Medicine,Health Match BC,0,50.5,"health (0), match (41), medicine (80), emergency (81)",16
188,Physiotherapist - Langley Memorial Hospital,Fraser Health Authority,0,50.57,"health (0), authority (1), fraser (2), hospital (8), memorial (57), langley (125), physiotherapist (161)",2
189,Occupational Therapist (Community Home Health) Surrey,Fraser Health Authority,0,50.62,"health (0), authority (1), fraser (2), community (35), surrey (45), therapist (69), home (118), occupational (135)",2
190,Sr. Project Manager,ITjobs.ca,3,50.67,"manager (3), project (42), itjobs (107)",2
191,Project Manager,ITjobs.ca,3,50.67,"manager (3), project (42), itjobs (107)",2
192,Patient Care Coordinator - Surrey Memorial Hospital,Fraser Health Authority,0,50.78,"health (0), authority (1), fraser (2), hospital (8), care (15), coordinator (31), surrey (45), memorial (57), patient (298)",2
193,"Registered Nurse (RN), Hospital Inpatient Unit 5 - BC Cancer - Vancouver",Provincial Health Services Authority,0,50.82,"health (0), authority (1), vancouver (4), nurse (5), services (7), hospital (8), registered (10), provincial (37), unit (49), cancer (163), inpatient (275)",12
194,Cardiac Surgical Assistant,Vancouver Coastal Health,0,51.0,"health (0), vancouver (4), coastal (12), assistant (14), cardiac (116), surgical (160)",2
195,"Registered Nurse, Emergency - Specialty Qualified - Surrey Memorial Hospital",Fraser Health Authority,0,51.09,"health (0), authority (1), fraser (2), nurse (5), hospital (8), registered (10), surrey (45), memorial (57), emergency (81), specialty (133), qualified (220)",8
196,Registered Nurse - Emergency - Specialty Qualified - Surrey Memorial Hospital,Fraser Health Authority,0,51.09,"health (0), authority (1), fraser (2), nurse (5), hospital (8), registered (10), surrey (45), memorial (57), emergency (81), specialty (133), qualified (220)",32
197,Pharmacy Technician - Richmond Hospital,Fraser Health Authority,0,51.14,"health (0), authority (1), fraser (2), hospital (8), technician (28), pharmacy (146), richmond (173)",8
198,Cook Supervisor - BC Cancer - Vancouver,Provincial Health Services Authority,0,51.25,"health (0), authority (1), vancouver (4), services (7), supervisor (29), provincial (37), cancer (163), cook (169)",4
199,"Registered Nurse, Intensive Care Unit (ICU) - Langley Memorial Hospital",Fraser Health Authority,0,51.33,"health (0), authority (1), fraser (2), nurse (5), hospital (8), registered (10), care (15), unit (49), memorial (57), langley (125), intensive (147), icu (197)",14
200,Nurse Practitioner - Primary Care Clinic,Fraser Health Authority,0,51.38,"health (0), authority (1), fraser (2), nurse (5), care (15), practitioner (40), clinic (132), primary (216)",2
201,Rehabilitation Assistant,Fraser Health Authority,0,51.6,"health (0), authority (1), fraser (2), assistant (14), rehabilitation (241)",2
202,Patient Care Coordinator - Royal Columbian Hospital,Fraser Health Authority,0,51.67,"health (0), authority (1), fraser (2), hospital (8), care (15), coordinator (31), royal (50), columbian (60), patient (298)",2
203,Clinical Associate - ICU,Vancouver Coastal Health,0,51.67,"health (0), vancouver (4), coastal (12), associate (18), clinical (79), icu (197)",2
204,Registered Nurse (RN) - High Acuity,Vancouver Coastal Health,0,51.71,"health (0), vancouver (4), nurse (5), registered (10), coastal (12), high (122), acuity (209)",30
205,Emergency Physician - Langley Memorial Hospital,Fraser Health Authority,0,51.75,"health (0), authority (1), fraser (2), hospital (8), memorial (57), emergency (81), langley (125), physician (140)",2
206,"Registered Nurse, Emergency - Specialty Qualified - Royal Columbian Hospital",Fraser Health Authority,0,51.82,"health (0), authority (1), fraser (2), nurse (5), hospital (8), registered (10), royal (50), columbian (60), emergency (81), specialty (133), qualified (220)",20
207,Registered Nurse - Surgical Services - Inpatient - Surrey Memorial Hospital,Fraser Health Authority,0,51.82,"health (0), authority (1), fraser (2), nurse (5), services (7), hospital (8), registered (10), surrey (45), memorial (57), surgical (160), inpatient (275)",4
208,"Pharmacist, Community Pharmacy Services",Fraser Health Authority,0,51.86,"health (0), authority (1), fraser (2), services (7), community (35), pharmacy (146), pharmacist (172)",2
209,Clinical Coordinator (RN/RPN) - Mental Health & Substance Use,Vancouver Coastal Health,0,52.22,"health (0), vancouver (4), coastal (12), coordinator (31), mental (65), clinical (79), rpn (86), use (96), substance (97)",2
210,FP&A Senior Analyst,ITjobs.ca,6,52.33,"senior (6), analyst (44), itjobs (107)",2
211,"Registered Nurse, Surgical Services - Inpatient - Royal Columbian Hospital",Fraser Health Authority,0,52.55,"health (0), authority (1), fraser (2), nurse (5), services (7), hospital (8), registered (10), royal (50), columbian (60), surgical (160), inpatient (275)",8
212,"Registered Nurse, Patient Care Coordinator - Emergency - Langley Memorial Hospital",Fraser Health Authority,0,52.75,"health (0), authority (1), fraser (2), nurse (5), hospital (8), registered (10), care (15), coordinator (31), memorial (57), emergency (81), langley (125), patient (298)",2
213,"Community Occupational Therapist, Langley Mental Health Centre",Fraser Health Authority,0,52.78,"health (0), authority (1), fraser (2), community (35), centre (43), mental (65), therapist (69), langley (125), occupational (135)",2
214,"Registered Nurse, Emergency - Specialty Qualified - Burnaby Hospital",Fraser Health Authority,0,52.8,"health (0), authority (1), fraser (2), nurse (5), hospital (8), registered (10), burnaby (68), emergency (81), specialty (133), qualified (220)",32
215,"Physician, Emergency Medicine",Vancouver Coastal Health,0,52.83,"health (0), vancouver (4), coastal (12), medicine (80), emergency (81), physician (140)",2
216,Patient Care Coordinator - Burnaby Hospital,Fraser Health Authority,0,52.88,"health (0), authority (1), fraser (2), hospital (8), care (15), coordinator (31), burnaby (68), patient (298)",14
217,"Registered Nurse, Transition Line - Emergency - Royal Columbian Hospital",Fraser Health Authority,0,53.0,"health (0), authority (1), fraser (2), nurse (5), hospital (8), registered (10), royal (50), columbian (60), emergency (81), line (166), transition (200)",10
218,Registered Nurse (RN) - Critical Care - Cardiac Care Unit,Vancouver Coastal Health,0,53.33,"health (0), vancouver (4), nurse (5), registered (10), coastal (12), care (15), unit (49), cardiac (116), critical (269)",2
219,Pharmacy Technician - BC Cancer - Surrey,Provincial Health Services Authority,0,53.38,"health (0), authority (1), services (7), technician (28), provincial (37), surrey (45), pharmacy (146), cancer (163)",2
220,"Nurse Practitioner, Long Term Care",Vancouver Coastal Health,0,53.5,"health (0), vancouver (4), nurse (5), coastal (12), care (15), practitioner (40), term (175), long (177)",4
221,Primary & Community Care Social Worker,Fraser Health Authority,0,53.5,"health (0), authority (1), fraser (2), care (15), community (35), worker (47), social (112), primary (216)",2
222,"Registered Nurse, Surgical Services - Inpatient - Burnaby Hospital",Fraser Health Authority,0,53.6,"health (0), authority (1), fraser (2), nurse (5), services (7), hospital (8), registered (10), burnaby (68), surgical (160), inpatient (275)",16
223,Nursing Unit Clerk - Burnaby Hospital,Fraser Health Authority,0,53.62,"health (0), authority (1), fraser (2), hospital (8), unit (49), burnaby (68), clerk (143), nursing (158)",4
224,"Registered Nurse (RN), Intensive Care Unit (ICU) - BC Childrenâs Hospital",Provincial Health Services Authority,0,53.67,"health (0), authority (1), nurse (5), services (7), hospital (8), registered (10), care (15), provincial (37), unit (49), intensive (147), childrenâ (168), icu (197)",2
225,Financial Management Associate,EY,18,53.67,"associate (18), financial (67), management (76)",2
226,"Registered Nurse, Cardiac Services â Cardiac Stepdown Unit - Royal Columbian Hospital - casual",Fraser Health Authority,0,53.85,"health (0), authority (1), fraser (2), nurse (5), services (7), hospital (8), registered (10), unit (49), royal (50), columbian (60), casual (115), cardiac (116), stepdown (277)",2
227,Radiological Technologist,Fraser Health Authority,0,54.0,"health (0), authority (1), fraser (2), technologist (64), radiological (203)",24
228,Licensed Practical Nurse,SE Health,0,54.0,"health (0), nurse (5), licensed (98), practical (113)",1
229,Respiratory Therapist - Surrey Memorial Hospital,Fraser Health Authority,0,54.0,"health (0), authority (1), fraser (2), hospital (8), surrey (45), memorial (57), therapist (69), respiratory (250)",4
230,Social Worker - Mental Health & Substance Use,Vancouver Coastal Health,0,54.12,"health (0), vancouver (4), coastal (12), worker (47), mental (65), use (96), substance (97), social (112)",2
231,Director of Financial Services,North Vancouver School District #44,4,54.29,"vancouver (4), services (7), school (46), director (48), financial (67), district (91), north (117)",2
232,"Assistant/Clerk, Laboratory Services",Provincial Health Services Authority,0,54.43,"health (0), authority (1), services (7), assistant (14), provincial (37), clerk (143), laboratory (179)",4
233,"shift supervisor - Store# 00175, SURREY",Starbucks,29,54.6,"supervisor (29), store (32), surrey (45), starbucks (73), shift (94)",2
234,Family Physician-Mental Health & Substance Use,Fraser Health Authority,0,54.62,"health (0), authority (1), fraser (2), family (36), mental (65), use (96), substance (97), physician (140)",2
235,"Registered Nurse, Transition Line - Intensive Care Unit - Royal Columbian Hospital",Fraser Health Authority,0,54.85,"health (0), authority (1), fraser (2), nurse (5), hospital (8), registered (10), care (15), unit (49), royal (50), columbian (60), intensive (147), line (166), transition (200)",2
236,Respiratory Therapist - Royal Columbian Hospital,Fraser Health Authority,0,55.0,"health (0), authority (1), fraser (2), hospital (8), royal (50), columbian (60), therapist (69), respiratory (250)",2
237,Respiratory Therapist I â Royal Columbian Hospital,Fraser Health Authority,0,55.0,"health (0), authority (1), fraser (2), hospital (8), royal (50), columbian (60), therapist (69), respiratory (250)",40
238,"Clinic Nurse/Registered Nurse (RN), CARE Program - BC Womenâs Hospital + Health Centre",Provincial Health Services Authority,0,55.08,"health (0), authority (1), nurse (5), services (7), hospital (8), registered (10), care (15), provincial (37), centre (43), program (104), clinic (132), womenâ (299)",2
239,Primary & Community Care Social Worker-Burnaby,Fraser Health Authority,0,55.11,"health (0), authority (1), fraser (2), care (15), community (35), worker (47), burnaby (68), social (112), primary (216)",2
240,Vancouver High School English Tutor,"Varsity Tutors, a Nerdy Company",4,55.44,"vancouver (4), company (19), tutor (22), tutors (25), nerdy (26), varsity (27), school (46), high (122), english (208)",2
241,"Registered Nurse, Medicine - Eagle Ridge Hospital",Fraser Health Authority,0,55.44,"health (0), authority (1), fraser (2), nurse (5), hospital (8), registered (10), medicine (80), ridge (123), eagle (270)",25
242,Clinical Pharmacist - Langley Memorial Hospital,Fraser Health Authority,0,55.5,"health (0), authority (1), fraser (2), hospital (8), memorial (57), clinical (79), langley (125), pharmacist (172)",8
243,"Registered Nurse, Perinatal - Surrey Memorial Hospital",Fraser Health Authority,0,55.67,"health (0), authority (1), fraser (2), nurse (5), hospital (8), registered (10), surrey (45), memorial (57), perinatal (373)",4
244,Registered Nurse - Perinatal - Surrey Memorial Hospital,Fraser Health Authority,0,55.67,"health (0), authority (1), fraser (2), nurse (5), hospital (8), registered (10), surrey (45), memorial (57), perinatal (373)",34
245,"Nurse Clinician, Intensive Care Unit - Burnaby Hospital",Fraser Health Authority,0,55.7,"health (0), authority (1), fraser (2), nurse (5), hospital (8), care (15), unit (49), burnaby (68), intensive (147), clinician (262)",2
